LOAD kn,STRAIN1 mm
1.145786,0.073964
1.136172,0.073942
1.144111,0.074009
1.145285,0.074148
1.138598,0.074154
1.144719,0.074228
1.147527,0.074185
1.136982,0.074223
1.147515,0.074327
1.145381,0.074306
1.145393,0.074362
1.157045,0.074544
1.158416,0.074698
1.15965,0.074697
1.169097,0.075084
1.174182,0.075138
1.164347,0.075103
1.16995,0.075348
1.169115,0.075371
1.166701,0.075287
1.176822,0.075359
1.175898,0.075557
1.172131,0.07547
1.183552,0.075769
1.183408,0.075805
1.181287,0.07579
1.186669,0.07603
1.184249,0.076121
1.180828,0.07598
1.192945,0.076255
1.189244,0.076219
1.1868,0.076243
1.195681,0.076444
1.187909,0.076283
1.189482,0.076365
1.198334,0.076468
1.191247,0.076543
1.1926,0.076493
1.202404,0.076713
1.202869,0.076792
1.20157,0.076836
1.216286,0.076999
1.211178,0.077103
1.210225,0.077208
1.21693,0.077312
1.208788,0.077309
1.212782,0.077446
1.219088,0.077485
1.213318,0.077481
1.22174,0.077564
1.227707,0.077682
1.221341,0.07771
1.22835,0.077888
1.235253,0.078047
1.227909,0.078124
1.232809,0.078241
1.237923,0.078377
1.229489,0.078317
1.233828,0.078322
1.237112,0.078515
1.233912,0.078461
1.236433,0.078519
1.246488,0.07861
1.242656,0.078635
1.254213,0.078912
1.258582,0.079175
1.254719,0.079194
1.258874,0.079178
1.260811,0.079376
1.255608,0.07946
1.267445,0.079593
1.269114,0.079766
1.262629,0.079688
1.267517,0.07968
1.269412,0.079923
1.263094,0.079875
1.27058,0.079872
1.274604,0.080118
1.26937,0.079914
1.277143,0.080173
1.277709,0.080169
1.266807,0.080038
1.277304,0.080309
1.277703,0.080396
1.275557,0.080251
1.286173,0.080458
1.291466,0.080589
1.290619,0.080692
1.302671,0.080873
1.29711,0.081113
1.294112,0.081116
1.302481,0.081234
1.301539,0.081203
1.298261,0.081308
1.307762,0.081481
1.306599,0.081631
1.304823,0.081679
1.31529,0.081646
1.31554,0.081784
1.31104,0.081796
1.318014,0.081861
1.314062,0.081936
1.312119,0.081991
1.321006,0.082117
1.316309,0.082139
1.314139,0.082171
1.323986,0.08237
1.319265,0.082298
1.325077,0.082329
1.34114,0.082615
1.336229,0.082801
1.338673,0.082814
1.349914,0.083169
1.345927,0.083268
1.34865,0.083334
1.357692,0.083602
1.350397,0.083613
1.351869,0.083547
1.358157,0.083746
1.353204,0.083848
1.357991,0.083913
1.362377,0.084099
1.356387,0.083993
1.358747,0.083931
1.36286,0.08407
1.359504,0.084019
1.362127,0.084184
1.371807,0.084316
1.369232,0.084315
1.375121,0.084503
1.384676,0.084636
1.375806,0.084711
1.385695,0.084949
1.389605,0.085047
1.3879,0.085082
1.38858,0.085146
1.394135,0.08545
1.388144,0.085327
1.39755,0.085419
1.399654,0.08561
1.392555,0.08557
1.396304,0.085611
1.397586,0.08569
1.390624,0.085548
1.39761,0.08566
1.401556,0.085849
1.399386,0.085831
1.408738,0.086073
1.41409,0.08624
1.411289,0.086273
1.420951,0.086421
1.418495,0.086464
1.41843,0.086505
1.423579,0.086512
1.423061,0.08677
1.419759,0.086671
1.435649,0.086901
1.435518,0.087097
1.434547,0.087217
1.445293,0.087397
1.442778,0.087446
1.439965,0.087457
1.445675,0.087655
1.441497,0.087748
1.43851,0.087606
1.447868,0.087746
1.444858,0.087835
1.443654,0.087852
1.453704,0.087932
1.450449,0.088048
1.447421,0.088125
1.456058,0.088223
1.451582,0.088194
1.457441,0.08825
1.46898,0.088553
1.465052,0.088576
1.473552,0.088647
1.478261,0.08889
1.473999,0.088988
1.479644,0.089039
1.490742,0.089305
1.484931,0.089445
1.490229,0.08947
1.49461,0.089676
1.483238,0.089726
1.483715,0.089611
1.489109,0.089728
1.47953,0.089694
1.485342,0.089757
1.492506,0.089872
1.480597,0.089824
1.491529,0.089948
1.495916,0.090023
1.491231,0.089949
1.502454,0.090217
1.510394,0.090395
1.508957,0.090332
1.520151,0.090661
1.526165,0.090776
1.516163,0.090826
1.525664,0.091016
1.523799,0.09114
1.51546,0.090886
1.522481,0.091202
1.524603,0.09124
1.517665,0.091122
1.523405,0.091246
1.52266,0.09126
1.518357,0.091221
1.533574,0.091399
1.53721,0.091626
1.534081,0.091579
1.545686,0.091776
1.546121,0.09189
1.541638,0.09191
1.553339,0.092159
1.551718,0.092243
1.552945,0.092329
1.563251,0.092567
1.561826,0.092674
1.555741,0.092679
1.570052,0.093017
1.569551,0.092991
1.569635,0.093016
1.576185,0.093219
1.5688,0.093177
1.566309,0.093174
1.576626,0.093377
1.568717,0.093422
1.57057,0.093297
1.577222,0.093588
1.579201,0.093473
1.576883,0.093556
1.58509,0.093735
1.580095,0.093659
1.580602,0.093764
1.590395,0.093891
1.587564,0.09391
1.587886,0.093965
1.60206,0.094206
1.601553,0.094339
1.603669,0.094498
1.609105,0.094782
1.600122,0.094751
1.606125,0.0948
1.612914,0.094867
1.604593,0.094664
1.608056,0.094893
1.613021,0.095033
1.610464,0.094952
1.613641,0.095105
1.622254,0.095223
1.616341,0.095325
1.627934,0.095428
1.636279,0.09553
1.627636,0.095742
1.630098,0.095696
1.631027,0.095936
1.626199,0.09576
1.630008,0.095816
1.630783,0.096012
1.625466,0.095933
1.633412,0.096014
1.636893,0.096135
1.633966,0.096047
1.647162,0.096177
1.651967,0.096398
1.647466,0.096423
1.653725,0.096486
1.661444,0.096734
1.658189,0.096764
1.667166,0.096971
1.662922,0.097038
1.658309,0.097119
1.666266,0.097283
1.666778,0.097299
1.658088,0.097257
1.672739,0.097441
1.67166,0.097479
1.665378,0.097486
1.674575,0.097596
1.673788,0.097766
1.673293,0.097671
1.677996,0.097843
1.678282,0.097882
1.674855,0.097815
1.684052,0.097927
1.679397,0.097994
1.679975,0.098116
1.698756,0.098243
1.696384,0.098419
1.692963,0.098444
1.707095,0.098633
1.704043,0.098799
1.704025,0.098849
1.706874,0.099022
1.702309,0.099064
1.705003,0.098999
1.708853,0.099218
1.7048,0.09911
1.711518,0.099126
1.720387,0.099498
1.717275,0.099545
1.727945,0.099587
1.736665,0.099805
1.726174,0.099846
1.725018,0.099969
1.733184,0.100049
1.728123,0.100101
1.729095,0.100079
1.735222,0.100291
1.728374,0.100151
1.735461,0.100361
1.74551,0.100413
1.743978,0.100505
1.750368,0.10065
1.748198,0.100726
1.741368,0.100643
1.745182,0.100672
1.748407,0.100694
1.745707,0.100848
1.752597,0.100932
1.754636,0.100968
1.750159,0.101057
1.764005,0.101185
1.771247,0.101406
1.76397,0.10148
1.779687,0.101642
1.780939,0.101861
1.776099,0.101809
1.785249,0.102088
1.786619,0.102377
1.778692,0.102194
1.7932,0.10237
1.789373,0.102462
1.787341,0.102466
1.795214,0.102642
1.791739,0.102636
1.786488,0.102621
1.79345,0.102736
1.788777,0.102637
1.785761,0.102727
1.79556,0.102924
1.794475,0.102803
1.795584,0.102846
1.806635,0.10305
1.806289,0.103187
1.806509,0.103145
1.813066,0.103295
1.806736,0.103373
1.808256,0.103337
1.819229,0.10372
1.818961,0.103578
1.822662,0.103772
1.834309,0.104056
1.82842,0.104027
1.830155,0.104076
1.835084,0.104377
1.827961,0.10433
1.828343,0.104334
1.835018,0.104494
1.828712,0.104403
1.827234,0.1044
1.83326,0.104402
1.827377,0.104466
1.834214,0.104596
1.841909,0.104656
1.836443,0.104631
1.838297,0.104784
1.846766,0.104875
1.837301,0.104858
1.848769,0.104854
1.853842,0.105079
1.848853,0.10517
1.864445,0.105361
1.87133,0.105603
1.862353,0.105679
1.868254,0.105726
1.874018,0.105866
1.863027,0.105933
1.869899,0.105949
